,Filepath,Label
14215,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04569.jpg,NEGATIVE
14216,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04204.jpg,POSITIVE
14217,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06107.jpg,NEGATIVE
14218,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13987_1.jpg,POSITIVE
14219,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18960_1.jpg,POSITIVE
14220,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02072.jpg,NEGATIVE
14221,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08766.jpg,NEGATIVE
14222,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09739.jpg,POSITIVE
14223,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16456.jpg,NEGATIVE
14224,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18212_1.jpg,POSITIVE
14225,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12483_1.jpg,POSITIVE
14226,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10714.jpg,NEGATIVE
14227,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03340.jpg,POSITIVE
14228,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09446.jpg,NEGATIVE
14229,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10535_1.jpg,POSITIVE
14230,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03937.jpg,NEGATIVE
14231,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00772.jpg,POSITIVE
14232,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05910.jpg,NEGATIVE
14233,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06768.jpg,POSITIVE
14234,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18222.jpg,NEGATIVE
14235,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15570.jpg,NEGATIVE
14236,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05779.jpg,NEGATIVE
14237,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03424.jpg,NEGATIVE
14238,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11917_1.jpg,POSITIVE
14239,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19738.jpg,NEGATIVE
14240,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13375_1.jpg,POSITIVE
14241,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06597.jpg,NEGATIVE
14242,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01849.jpg,POSITIVE
14243,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02178.jpg,NEGATIVE
14244,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04235.jpg,NEGATIVE
14245,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14479.jpg,NEGATIVE
14246,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05161.jpg,POSITIVE
14247,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16273.jpg,NEGATIVE
14248,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11735_1.jpg,POSITIVE
14249,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01360.jpg,POSITIVE
14250,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17217_1.jpg,POSITIVE
14251,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14533.jpg,NEGATIVE
14252,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15387_1.jpg,POSITIVE
14253,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15596_1.jpg,POSITIVE
14254,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09449.jpg,NEGATIVE
14255,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09801.jpg,NEGATIVE
14256,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19525.jpg,POSITIVE
14257,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07415.jpg,POSITIVE
14258,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16491_1.jpg,POSITIVE
14259,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16987.jpg,NEGATIVE
14260,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12219_1.jpg,POSITIVE
14261,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08138.jpg,POSITIVE
14262,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08295.jpg,NEGATIVE
14263,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01664.jpg,POSITIVE
14264,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15096_1.jpg,POSITIVE
14265,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12392_1.jpg,POSITIVE
14266,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07034.jpg,NEGATIVE
14267,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00421.jpg,POSITIVE
14268,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18453.jpg,NEGATIVE
14269,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01248.jpg,POSITIVE
14270,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19674.jpg,POSITIVE
14271,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05852.jpg,POSITIVE
14272,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16080.jpg,NEGATIVE
14273,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05697.jpg,POSITIVE
14274,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15070_1.jpg,POSITIVE
14275,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04036.jpg,POSITIVE
14276,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12248_1.jpg,POSITIVE
14277,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07194.jpg,POSITIVE
14278,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02777.jpg,POSITIVE
14279,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10517.jpg,NEGATIVE
14280,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07911.jpg,NEGATIVE
14281,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06706.jpg,NEGATIVE
14282,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02070.jpg,POSITIVE
14283,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02388.jpg,NEGATIVE
14284,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16004.jpg,NEGATIVE
14285,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08005.jpg,NEGATIVE
14286,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16248.jpg,NEGATIVE
14287,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07779.jpg,POSITIVE
14288,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18562.jpg,NEGATIVE
14289,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14889_1.jpg,POSITIVE
14290,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05311.jpg,POSITIVE
14291,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02909.jpg,NEGATIVE
14292,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17718.jpg,NEGATIVE
14293,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07500.jpg,NEGATIVE
14294,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09340.jpg,POSITIVE
14295,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10715.jpg,NEGATIVE
14296,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04474.jpg,POSITIVE
14297,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17357_1.jpg,POSITIVE
14298,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13061.jpg,NEGATIVE
14299,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09118.jpg,POSITIVE
14300,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01014.jpg,POSITIVE
14301,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02055.jpg,NEGATIVE
14302,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19601.jpg,NEGATIVE
14303,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01798.jpg,POSITIVE
14304,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18585.jpg,NEGATIVE
14305,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14772_1.jpg,POSITIVE
14306,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12592_1.jpg,POSITIVE
14307,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03792.jpg,POSITIVE
14308,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08515.jpg,NEGATIVE
14309,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08402.jpg,POSITIVE
14310,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01854.jpg,POSITIVE
14311,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06593.jpg,POSITIVE
14312,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14666_1.jpg,POSITIVE
14313,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11311_1.jpg,POSITIVE
14314,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16958.jpg,NEGATIVE
14315,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03939.jpg,POSITIVE
14316,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00705.jpg,POSITIVE
14317,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07792.jpg,NEGATIVE
14318,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\06604.jpg,NEGATIVE
14319,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09370.jpg,POSITIVE
14320,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16755_1.jpg,POSITIVE
14321,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16104_1.jpg,POSITIVE
14322,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15118.jpg,NEGATIVE
14323,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07705.jpg,NEGATIVE
14324,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13299_1.jpg,POSITIVE
14325,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14752.jpg,NEGATIVE
14326,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00035.jpg,POSITIVE
14327,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07163.jpg,NEGATIVE
14328,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\18365_1.jpg,POSITIVE
14329,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01772.jpg,NEGATIVE
14330,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04333.jpg,NEGATIVE
14331,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08704.jpg,NEGATIVE
14332,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\12117.jpg,NEGATIVE
14333,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14621.jpg,NEGATIVE
14334,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08851.jpg,POSITIVE
14335,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16550.jpg,NEGATIVE
14336,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08318.jpg,NEGATIVE
14337,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14430.jpg,NEGATIVE
14338,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04540.jpg,NEGATIVE
14339,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11818_1.jpg,POSITIVE
14340,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01332.jpg,NEGATIVE
14341,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07994.jpg,POSITIVE
14342,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04374.jpg,POSITIVE
14343,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19799.jpg,POSITIVE
14344,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00311.jpg,POSITIVE
14345,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05955.jpg,NEGATIVE
14346,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00642.jpg,POSITIVE
14347,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05266.jpg,POSITIVE
14348,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02728.jpg,POSITIVE
14349,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13330_1.jpg,POSITIVE
14350,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13029_1.jpg,POSITIVE
14351,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18729.jpg,NEGATIVE
14352,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15205.jpg,NEGATIVE
14353,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00444.jpg,NEGATIVE
14354,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11099.jpg,NEGATIVE
14355,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10164_1.jpg,POSITIVE
14356,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01771.jpg,NEGATIVE
14357,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16952_1.jpg,POSITIVE
14358,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02845.jpg,NEGATIVE
14359,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02287.jpg,NEGATIVE
14360,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12004_1.jpg,POSITIVE
14361,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01181.jpg,POSITIVE
14362,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02653.jpg,NEGATIVE
14363,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12334_1.jpg,POSITIVE
14364,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19051.jpg,NEGATIVE
14365,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16226_1.jpg,POSITIVE
14366,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14380_1.jpg,POSITIVE
14367,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\16204_1.jpg,POSITIVE
14368,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17364.jpg,NEGATIVE
14369,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11091.jpg,NEGATIVE
14370,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00526.jpg,NEGATIVE
14371,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02880.jpg,NEGATIVE
14372,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08420.jpg,POSITIVE
14373,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03732.jpg,NEGATIVE
14374,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15972_1.jpg,POSITIVE
14375,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02134.jpg,NEGATIVE
14376,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00863.jpg,NEGATIVE
14377,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\14762.jpg,NEGATIVE
14378,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06019.jpg,POSITIVE
14379,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13942.jpg,NEGATIVE
14380,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18782.jpg,NEGATIVE
14381,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17338.jpg,NEGATIVE
14382,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03976.jpg,POSITIVE
14383,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19422.jpg,POSITIVE
14384,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\17426.jpg,NEGATIVE
14385,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14326_1.jpg,POSITIVE
14386,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\02607.jpg,NEGATIVE
14387,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18489.jpg,NEGATIVE
14388,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13787.jpg,NEGATIVE
14389,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00753.jpg,NEGATIVE
14390,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17086_1.jpg,POSITIVE
14391,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14953_1.jpg,POSITIVE
14392,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04307.jpg,NEGATIVE
14393,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08829.jpg,POSITIVE
14394,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00391.jpg,POSITIVE
14395,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01029.jpg,POSITIVE
14396,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14665_1.jpg,POSITIVE
14397,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05865.jpg,POSITIVE
14398,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10646.jpg,NEGATIVE
14399,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\04062.jpg,NEGATIVE
14400,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\05497.jpg,POSITIVE
14401,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12894_1.jpg,POSITIVE
14402,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12249_1.jpg,POSITIVE
14403,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07509.jpg,POSITIVE
14404,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03481.jpg,POSITIVE
14405,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\15251_1.jpg,POSITIVE
14406,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14881_1.jpg,POSITIVE
14407,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18308.jpg,NEGATIVE
14408,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10874.jpg,NEGATIVE
14409,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16538.jpg,NEGATIVE
14410,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19250_1.jpg,POSITIVE
14411,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00448.jpg,NEGATIVE
14412,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07914.jpg,NEGATIVE
14413,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13441.jpg,NEGATIVE
14414,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08858.jpg,NEGATIVE
14415,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18511.jpg,NEGATIVE
14416,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10761.jpg,NEGATIVE
14417,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11101_1.jpg,POSITIVE
14418,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00144.jpg,POSITIVE
14419,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19621.jpg,POSITIVE
14420,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05233.jpg,NEGATIVE
14421,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\14873_1.jpg,POSITIVE
14422,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18962.jpg,NEGATIVE
14423,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18376.jpg,NEGATIVE
14424,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13907_1.jpg,POSITIVE
14425,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\00788.jpg,POSITIVE
14426,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12513_1.jpg,POSITIVE
14427,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12709_1.jpg,POSITIVE
14428,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\15671.jpg,NEGATIVE
14429,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13154.jpg,NEGATIVE
14430,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07778.jpg,NEGATIVE
14431,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\19316.jpg,NEGATIVE
14432,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10490.jpg,NEGATIVE
14433,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05729.jpg,NEGATIVE
14434,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09907.jpg,NEGATIVE
14435,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\00046.jpg,NEGATIVE
14436,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03462.jpg,POSITIVE
14437,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\08084.jpg,POSITIVE
14438,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\10600.jpg,NEGATIVE
14439,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13019_1.jpg,POSITIVE
14440,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07350.jpg,POSITIVE
14441,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06981.jpg,POSITIVE
14442,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\05313.jpg,NEGATIVE
14443,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01897.jpg,POSITIVE
14444,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\06529.jpg,POSITIVE
14445,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\11731.jpg,NEGATIVE
14446,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\10228_1.jpg,POSITIVE
14447,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\09803.jpg,NEGATIVE
14448,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\04502.jpg,POSITIVE
14449,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\03629.jpg,NEGATIVE
14450,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\19883.jpg,POSITIVE
14451,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17811_1.jpg,POSITIVE
14452,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11194_1.jpg,POSITIVE
14453,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\01810.jpg,POSITIVE
14454,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\13229_1.jpg,POSITIVE
14455,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11114_1.jpg,POSITIVE
14456,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03216.jpg,POSITIVE
14457,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02859.jpg,POSITIVE
14458,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\17099_1.jpg,POSITIVE
14459,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\07068.jpg,NEGATIVE
14460,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\01030.jpg,NEGATIVE
14461,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\11360_1.jpg,POSITIVE
14462,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\07411.jpg,POSITIVE
14463,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16869.jpg,NEGATIVE
14464,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\08328.jpg,NEGATIVE
14465,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\16448.jpg,NEGATIVE
14466,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\02315.jpg,POSITIVE
14467,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13287.jpg,NEGATIVE
14468,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12635_1.jpg,POSITIVE
14469,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\18177.jpg,NEGATIVE
14470,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\12889_1.jpg,POSITIVE
14471,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Negative\13060.jpg,NEGATIVE
14472,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\09529.jpg,POSITIVE
14473,C:/Users/ANAND/ML_Projects/ML/CrackDetection/inputs/Positive\03698.jpg,POSITIVE
